Country,Year,Indicator Code,Indicator Name,Country Code,POP
east asia & pacific (ida & ibrd countries),1980,SP.POP.GROW,Population growth (annual %),TEA,1.539771883
europe & central asia (ida & ibrd countries),1980,SP.POP.GROW,Population growth (annual %),TEC,1.035455125
togo,1980,SP.POP.GROW,Population growth (annual %),TGO,2.908392182
thailand,1980,SP.POP.GROW,Population growth (annual %),THA,2.074787827
tajikistan,1980,SP.POP.GROW,Population growth (annual %),TJK,2.883197305
turkmenistan,1980,SP.POP.GROW,Population growth (annual %),TKM,2.498622759
latin america & the caribbean (ida & ibrd countries),1980,SP.POP.GROW,Population growth (annual %),TLA,2.294501829
timor-leste,1980,SP.POP.GROW,Population growth (annual %),TLS,-1.404240459
middle east & north africa (ida & ibrd countries),1980,SP.POP.GROW,Population growth (annual %),TMN,3.025236076
tonga,1980,SP.POP.GROW,Population growth (annual %),TON,0.763061763
south asia (ida & ibrd),1980,SP.POP.GROW,Population growth (annual %),TSA,2.405579863
sub-saharan africa (ida & ibrd countries),1980,SP.POP.GROW,Population growth (annual %),TSS,2.893143453
trinidad and tobago,1980,SP.POP.GROW,Population growth (annual %),TTO,1.495124184
tunisia,1980,SP.POP.GROW,Population growth (annual %),TUN,2.5922089
turkey,1980,SP.POP.GROW,Population growth (annual %),TUR,2.258187238
tuvalu,1980,SP.POP.GROW,Population growth (annual %),TUV,1.12402832
tanzania,1980,SP.POP.GROW,Population growth (annual %),TZA,3.116455623
uganda,1980,SP.POP.GROW,Population growth (annual %),UGA,3.000829661
ukraine,1980,SP.POP.GROW,Population growth (annual %),UKR,0.436332119
upper middle income,1980,SP.POP.GROW,Population growth (annual %),UMC,1.565163939
uruguay,1980,SP.POP.GROW,Population growth (annual %),URY,0.679826308
united states,1980,SP.POP.GROW,Population growth (annual %),USA,0.959589923
uzbekistan,1980,SP.POP.GROW,Population growth (annual %),UZB,2.688830942
st. vincent and the grenadines,1980,SP.POP.GROW,Population growth (annual %),VCT,0.914571956
"venezuela, rb",1980,SP.POP.GROW,Population growth (annual %),VEN,2.722996201
british virgin islands,1980,SP.POP.GROW,Population growth (annual %),VGB,1.927195555
virgin islands (u.s.),1980,SP.POP.GROW,Population growth (annual %),VIR,3.527091819
vietnam,1980,SP.POP.GROW,Population growth (annual %),VNM,2.237059141
vanuatu,1980,SP.POP.GROW,Population growth (annual %),VUT,2.67486545
world,1980,SP.POP.GROW,Population growth (annual %),WLD,1.752835408
samoa,1980,SP.POP.GROW,Population growth (annual %),WSM,0.513669411
kosovo,1980,SP.POP.GROW,Population growth (annual %),XKX,1.992097749
"yemen, rep.",1980,SP.POP.GROW,Population growth (annual %),YEM,3.750835886
south africa,1980,SP.POP.GROW,Population growth (annual %),ZAF,2.529748266
zambia,1980,SP.POP.GROW,Population growth (annual %),ZMB,3.410767679
zimbabwe,1980,SP.POP.GROW,Population growth (annual %),ZWE,3.441808614
aruba,1981,SP.POP.GROW,Population growth (annual %),ABW,0.780690671
afghanistan,1981,SP.POP.GROW,Population growth (annual %),AFG,-1.478344961
angola,1981,SP.POP.GROW,Population growth (annual %),AGO,3.462434068
albania,1981,SP.POP.GROW,Population growth (annual %),ALB,2.002974306
andorra,1981,SP.POP.GROW,Population growth (annual %),AND,3.896261313
arab world,1981,SP.POP.GROW,Population growth (annual %),ARB,3.236451509
united arab emirates,1981,SP.POP.GROW,Population growth (annual %),ARE,7.262153653
argentina,1981,SP.POP.GROW,Population growth (annual %),ARG,1.5445383
armenia,1981,SP.POP.GROW,Population growth (annual %),ARM,1.547476935
american samoa,1981,SP.POP.GROW,Population growth (annual %),ASM,3.14203254
antigua and barbuda,1981,SP.POP.GROW,Population growth (annual %),ATG,-0.513283678
australia,1981,SP.POP.GROW,Population growth (annual %),AUS,1.586852569
austria,1981,SP.POP.GROW,Population growth (annual %),AUT,0.255018231
azerbaijan,1981,SP.POP.GROW,Population growth (annual %),AZE,1.590058321
burundi,1981,SP.POP.GROW,Population growth (annual %),BDI,2.551165863
belgium,1981,SP.POP.GROW,Population growth (annual %),BEL,-0.002637154
benin,1981,SP.POP.GROW,Population growth (annual %),BEN,2.732264894
burkina faso,1981,SP.POP.GROW,Population growth (annual %),BFA,2.351165151
bangladesh,1981,SP.POP.GROW,Population growth (annual %),BGD,2.724763289
bulgaria,1981,SP.POP.GROW,Population growth (annual %),BGR,0.333268825
bahrain,1981,SP.POP.GROW,Population growth (annual %),BHR,3.878372963
"bahamas, the",1981,SP.POP.GROW,Population growth (annual %),BHS,2.222798806
bosnia and herzegovina,1981,SP.POP.GROW,Population growth (annual %),BIH,1.015341785
belarus,1981,SP.POP.GROW,Population growth (annual %),BLR,0.692401877
belize,1981,SP.POP.GROW,Population growth (annual %),BLZ,2.338642375
bermuda,1981,SP.POP.GROW,Population growth (annual %),BMU,0.695079568
bolivia,1981,SP.POP.GROW,Population growth (annual %),BOL,2.159576384
brazil,1981,SP.POP.GROW,Population growth (annual %),BRA,2.342077905
barbados,1981,SP.POP.GROW,Population growth (annual %),BRB,0.350701167
brunei darussalam,1981,SP.POP.GROW,Population growth (annual %),BRN,3.114703836
bhutan,1981,SP.POP.GROW,Population growth (annual %),BTN,2.702345859
botswana,1981,SP.POP.GROW,Population growth (annual %),BWA,3.652084787
central african republic,1981,SP.POP.GROW,Population growth (annual %),CAF,2.895448862
canada,1981,SP.POP.GROW,Population growth (annual %),CAN,1.240595387
central europe and the baltics,1981,SP.POP.GROW,Population growth (annual %),CEB,0.584692493
switzerland,1981,SP.POP.GROW,Population growth (annual %),CHE,0.54706491
channel islands,1981,SP.POP.GROW,Population growth (annual %),CHI,0.597996284
chile,1981,SP.POP.GROW,Population growth (annual %),CHL,1.523175735
china,1981,SP.POP.GROW,Population growth (annual %),CHN,1.280952344
cote d'ivoire,1981,SP.POP.GROW,Population growth (annual %),CIV,4.368991252
cameroon,1981,SP.POP.GROW,Population growth (annual %),CMR,3.024702381
"congo, dem. rep.",1981,SP.POP.GROW,Population growth (annual %),COD,2.554615367
"congo, rep.",1981,SP.POP.GROW,Population growth (annual %),COG,2.931760275
colombia,1981,SP.POP.GROW,Population growth (annual %),COL,2.274369124
comoros,1981,SP.POP.GROW,Population growth (annual %),COM,3.126718689
cabo verde,1981,SP.POP.GROW,Population growth (annual %),CPV,1.710347974
costa rica,1981,SP.POP.GROW,Population growth (annual %),CRI,2.676729081
caribbean small states,1981,SP.POP.GROW,Population growth (annual %),CSS,1.208565822
cuba,1981,SP.POP.GROW,Population growth (annual %),CUB,0.497338925
curacao,1981,SP.POP.GROW,Population growth (annual %),CUW,0.39640056
cayman islands,1981,SP.POP.GROW,Population growth (annual %),CYM,3.806110224
cyprus,1981,SP.POP.GROW,Population growth (annual %),CYP,0.548096462
czech republic,1981,SP.POP.GROW,Population growth (annual %),CZE,-0.034962755
germany,1981,SP.POP.GROW,Population growth (annual %),DEU,0.152308489
djibouti,1981,SP.POP.GROW,Population growth (annual %),DJI,4.354705019
dominica,1981,SP.POP.GROW,Population growth (annual %),DMA,0.080961455
denmark,1981,SP.POP.GROW,Population growth (annual %),DNK,-0.028405212
dominican republic,1981,SP.POP.GROW,Population growth (annual %),DOM,2.285875077
algeria,1981,SP.POP.GROW,Population growth (annual %),DZA,3.085416478
east asia & pacific (excluding high income),1981,SP.POP.GROW,Population growth (annual %),EAP,1.568601836
early-demographic dividend,1981,SP.POP.GROW,Population growth (annual %),EAR,2.543273887
east asia & pacific,1981,SP.POP.GROW,Population growth (annual %),EAS,1.516385747
europe & central asia (excluding high income),1981,SP.POP.GROW,Population growth (annual %),ECA,1.063070483
europe & central asia,1981,SP.POP.GROW,Population growth (annual %),ECS,0.664811112
ecuador,1981,SP.POP.GROW,Population growth (annual %),ECU,2.558971547
"egypt, arab rep.",1981,SP.POP.GROW,Population growth (annual %),EGY,2.502187069
euro area,1981,SP.POP.GROW,Population growth (annual %),EMU,0.375434552
eritrea,1981,SP.POP.GROW,Population growth (annual %),ERI,2.860592721
spain,1981,SP.POP.GROW,Population growth (annual %),ESP,0.710878011
estonia,1981,SP.POP.GROW,Population growth (annual %),EST,0.704718276
ethiopia,1981,SP.POP.GROW,Population growth (annual %),ETH,2.396662367
european union,1981,SP.POP.GROW,Population growth (annual %),EUU,0.367569347
fragile and conflict affected situations,1981,SP.POP.GROW,Population growth (annual %),FCS,2.610052512
finland,1981,SP.POP.GROW,Population growth (annual %),FIN,0.426515645
fiji,1981,SP.POP.GROW,Population growth (annual %),FJI,2.441402231
france,1981,SP.POP.GROW,Population growth (annual %),FRA,0.441809963
faroe islands,1981,SP.POP.GROW,Population growth (annual %),FRO,0.921876346
"micronesia, fed. sts.",1981,SP.POP.GROW,Population growth (annual %),FSM,3.366304947
gabon,1981,SP.POP.GROW,Population growth (annual %),GAB,2.495887123
united kingdom,1981,SP.POP.GROW,Population growth (annual %),GBR,0.034821732
georgia,1981,SP.POP.GROW,Population growth (annual %),GEO,0.820316229
ghana,1981,SP.POP.GROW,Population growth (annual %),GHA,2.879599365
gibraltar,1981,SP.POP.GROW,Population growth (annual %),GIB,0.204600276
guinea,1981,SP.POP.GROW,Population growth (annual %),GIN,1.711417004
"gambia, the",1981,SP.POP.GROW,Population growth (annual %),GMB,3.422409507
guinea-bissau,1981,SP.POP.GROW,Population growth (annual %),GNB,1.690436394
equatorial guinea,1981,SP.POP.GROW,Population growth (annual %),GNQ,5.611802165
greece,1981,SP.POP.GROW,Population growth (annual %),GRC,0.896616063
grenada,1981,SP.POP.GROW,Population growth (annual %),GRD,1.745256658
greenland,1981,SP.POP.GROW,Population growth (annual %),GRL,1.581060603
guatemala,1981,SP.POP.GROW,Population growth (annual %),GTM,2.481885461
guam,1981,SP.POP.GROW,Population growth (annual %),GUM,2.233520189
guyana,1981,SP.POP.GROW,Population growth (annual %),GUY,0.202191651
high income,1981,SP.POP.GROW,Population growth (annual %),HIC,0.842809371
"hong kong sar, china",1981,SP.POP.GROW,Population growth (annual %),HKG,2.348226768
honduras,1981,SP.POP.GROW,Population growth (annual %),HND,3.069403386
heavily indebted poor countries (hipc),1981,SP.POP.GROW,Population growth (annual %),HPC,2.623318802
croatia,1981,SP.POP.GROW,Population growth (annual %),HRV,0.434972413
haiti,1981,SP.POP.GROW,Population growth (annual %),HTI,2.256622736
hungary,1981,SP.POP.GROW,Population growth (annual %),HUN,0.006777772
ibrd only,1981,SP.POP.GROW,Population growth (annual %),IBD,1.842694363
ida & ibrd total,1981,SP.POP.GROW,Population growth (annual %),IBT,2.010624701
ida total,1981,SP.POP.GROW,Population growth (annual %),IDA,2.770287638
ida blend,1981,SP.POP.GROW,Population growth (annual %),IDB,3.069871709
indonesia,1981,SP.POP.GROW,Population growth (annual %),IDN,2.337684293
ida only,1981,SP.POP.GROW,Population growth (annual %),IDX,2.622952246
isle of man,1981,SP.POP.GROW,Population growth (annual %),IMN,-0.017310431
india,1981,SP.POP.GROW,Population growth (annual %),IND,2.317217951
not classified,1981,SP.POP.GROW,Population growth (annual %),INX,
ireland,1981,SP.POP.GROW,Population growth (annual %),IRL,1.171034967
"iran, islamic rep.",1981,SP.POP.GROW,Population growth (annual %),IRN,3.928735779
iraq,1981,SP.POP.GROW,Population growth (annual %),IRQ,2.839074989
iceland,1981,SP.POP.GROW,Population growth (annual %),ISL,1.140583261
israel,1981,SP.POP.GROW,Population growth (annual %),ISR,1.991385694
italy,1981,SP.POP.GROW,Population growth (annual %),ITA,0.12005432
jamaica,1981,SP.POP.GROW,Population growth (annual %),JAM,1.584116886
jordan,1981,SP.POP.GROW,Population growth (annual %),JOR,3.589215229
japan,1981,SP.POP.GROW,Population growth (annual %),JPN,0.738816652
kazakhstan,1981,SP.POP.GROW,Population growth (annual %),KAZ,1.129119418
kenya,1981,SP.POP.GROW,Population growth (annual %),KEN,3.815200591
kyrgyz republic,1981,SP.POP.GROW,Population growth (annual %),KGZ,1.873206267
cambodia,1981,SP.POP.GROW,Population growth (annual %),KHM,0.83459931
kiribati,1981,SP.POP.GROW,Population growth (annual %),KIR,1.329201303
st. kitts and nevis,1981,SP.POP.GROW,Population growth (annual %),KNA,-0.54301296
"korea, rep.",1981,SP.POP.GROW,Population growth (annual %),KOR,1.560203992
kuwait,1981,SP.POP.GROW,Population growth (annual %),KWT,5.021676189
latin america & caribbean (excluding high income),1981,SP.POP.GROW,Population growth (annual %),LAC,2.324033753
lao pdr,1981,SP.POP.GROW,Population growth (annual %),LAO,1.982372654
lebanon,1981,SP.POP.GROW,Population growth (annual %),LBN,0.400457149
liberia,1981,SP.POP.GROW,Population growth (annual %),LBR,3.596130353
libya,1981,SP.POP.GROW,Population growth (annual %),LBY,3.908223101
st. lucia,1981,SP.POP.GROW,Population growth (annual %),LCA,1.352822413
latin america & caribbean,1981,SP.POP.GROW,Population growth (annual %),LCN,2.210894852
least developed countries: un classification,1981,SP.POP.GROW,Population growth (annual %),LDC,2.575619394
low income,1981,SP.POP.GROW,Population growth (annual %),LIC,2.497143119
liechtenstein,1981,SP.POP.GROW,Population growth (annual %),LIE,1.374565701
sri lanka,1981,SP.POP.GROW,Population growth (annual %),LKA,1.567441535
lower middle income,1981,SP.POP.GROW,Population growth (annual %),LMC,2.44510116
low & middle income,1981,SP.POP.GROW,Population growth (annual %),LMY,2.023379763
lesotho,1981,SP.POP.GROW,Population growth (annual %),LSO,2.530235124
late-demographic dividend,1981,SP.POP.GROW,Population growth (annual %),LTE,1.418912504
lithuania,1981,SP.POP.GROW,Population growth (annual %),LTU,0.576822232
luxembourg,1981,SP.POP.GROW,Population growth (annual %),LUX,0.294773135
latvia,1981,SP.POP.GROW,Population growth (annual %),LVA,0.306890036
"macao sar, china",1981,SP.POP.GROW,Population growth (annual %),MAC,2.205075379
st. martin (french part),1981,SP.POP.GROW,Population growth (annual %),MAF,3.729070087
morocco,1981,SP.POP.GROW,Population growth (annual %),MAR,2.426649702
monaco,1981,SP.POP.GROW,Population growth (annual %),MCO,1.554502727
moldova,1981,SP.POP.GROW,Population growth (annual %),MDA,0.967040503
madagascar,1981,SP.POP.GROW,Population growth (annual %),MDG,2.881174748
maldives,1981,SP.POP.GROW,Population growth (annual %),MDV,3.444122987
middle east & north africa,1981,SP.POP.GROW,Population growth (annual %),MEA,3.32108278
mexico,1981,SP.POP.GROW,Population growth (annual %),MEX,2.324705136
marshall islands,1981,SP.POP.GROW,Population growth (annual %),MHL,4.217116248
middle income,1981,SP.POP.GROW,Population growth (annual %),MIC,1.983185957
"macedonia, fyr",1981,SP.POP.GROW,Population growth (annual %),MKD,0.896758419
mali,1981,SP.POP.GROW,Population growth (annual %),MLI,2.01309063
malta,1981,SP.POP.GROW,Population growth (annual %),MLT,0.735340233
myanmar,1981,SP.POP.GROW,Population growth (annual %),MMR,2.279557152
middle east & north africa (excluding high income),1981,SP.POP.GROW,Population growth (annual %),MNA,3.106675994
montenegro,1981,SP.POP.GROW,Population growth (annual %),MNE,1.186938495
mongolia,1981,SP.POP.GROW,Population growth (annual %),MNG,2.562322907
northern mariana islands,1981,SP.POP.GROW,Population growth (annual %),MNP,9.488025718
mozambique,1981,SP.POP.GROW,Population growth (annual %),MOZ,2.374809834
mauritania,1981,SP.POP.GROW,Population growth (annual %),MRT,2.881835704
mauritius,1981,SP.POP.GROW,Population growth (annual %),MUS,1.481968308
malawi,1981,SP.POP.GROW,Population growth (annual %),MWI,2.633946557
malaysia,1981,SP.POP.GROW,Population growth (annual %),MYS,2.403920862
north america,1981,SP.POP.GROW,Population growth (annual %),NAC,1.011773131
namibia,1981,SP.POP.GROW,Population growth (annual %),NAM,2.109768053
new caledonia,1981,SP.POP.GROW,Population growth (annual %),NCL,1.839457595
niger,1981,SP.POP.GROW,Population growth (annual %),NER,2.881846708
nigeria,1981,SP.POP.GROW,Population growth (annual %),NGA,2.715063416
nicaragua,1981,SP.POP.GROW,Population growth (annual %),NIC,2.814228602
netherlands,1981,SP.POP.GROW,Population growth (annual %),NLD,0.686046798
norway,1981,SP.POP.GROW,Population growth (annual %),NOR,0.344079656
nepal,1981,SP.POP.GROW,Population growth (annual %),NPL,2.300821271
nauru,1981,SP.POP.GROW,Population growth (annual %),NRU,1.379332213
new zealand,1981,SP.POP.GROW,Population growth (annual %),NZL,0.384751509
oecd members,1981,SP.POP.GROW,Population growth (annual %),OED,0.876113702
oman,1981,SP.POP.GROW,Population growth (annual %),OMN,5.576935353
other small states,1981,SP.POP.GROW,Population growth (annual %),OSS,2.328240771
pakistan,1981,SP.POP.GROW,Population growth (annual %),PAK,3.311863199
panama,1981,SP.POP.GROW,Population growth (annual %),PAN,2.371708336
peru,1981,SP.POP.GROW,Population growth (annual %),PER,2.466175745
philippines,1981,SP.POP.GROW,Population growth (annual %),PHL,2.744088271
palau,1981,SP.POP.GROW,Population growth (annual %),PLW,1.570350809
papua new guinea,1981,SP.POP.GROW,Population growth (annual %),PNG,2.804803087
poland,1981,SP.POP.GROW,Population growth (annual %),POL,0.907868488
pre-demographic dividend,1981,SP.POP.GROW,Population growth (annual %),PRE,2.771544066
puerto rico,1981,SP.POP.GROW,Population growth (annual %),PRI,1.13366199
"korea, dem. people’s rep.",1981,SP.POP.GROW,Population growth (annual %),PRK,1.471987927
portugal,1981,SP.POP.GROW,Population growth (annual %),PRT,0.867080703
paraguay,1981,SP.POP.GROW,Population growth (annual %),PRY,2.815585537
west bank and gaza,1981,SP.POP.GROW,Population growth (annual %),PSE,
pacific island small states,1981,SP.POP.GROW,Population growth (annual %),PSS,2.311935698
post-demographic dividend,1981,SP.POP.GROW,Population growth (annual %),PST,0.667688033
french polynesia,1981,SP.POP.GROW,Population growth (annual %),PYF,2.945486699
qatar,1981,SP.POP.GROW,Population growth (annual %),QAT,10.33681401
romania,1981,SP.POP.GROW,Population growth (annual %),ROU,0.772616534
russian federation,1981,SP.POP.GROW,Population growth (annual %),RUS,0.667503222
rwanda,1981,SP.POP.GROW,Population growth (annual %),RWA,3.33466631
south asia,1981,SP.POP.GROW,Population growth (annual %),SAS,2.402067912
saudi arabia,1981,SP.POP.GROW,Population growth (annual %),SAU,6.229236916
sudan,1981,SP.POP.GROW,Population growth (annual %),SDN,3.520299922
senegal,1981,SP.POP.GROW,Population growth (annual %),SEN,2.780611526
singapore,1981,SP.POP.GROW,Population growth (annual %),SGP,4.807689009
solomon islands,1981,SP.POP.GROW,Population growth (annual %),SLB,3.356629317
sierra leone,1981,SP.POP.GROW,Population growth (annual %),SLE,2.344529813
el salvador,1981,SP.POP.GROW,Population growth (annual %),SLV,1.616740506
san marino,1981,SP.POP.GROW,Population growth (annual %),SMR,1.417738205
somalia,1981,SP.POP.GROW,Population growth (annual %),SOM,3.7916612
serbia,1981,SP.POP.GROW,Population growth (annual %),SRB,
sub-saharan africa (excluding high income),1981,SP.POP.GROW,Population growth (annual %),SSA,2.897579822
south sudan,1981,SP.POP.GROW,Population growth (annual %),SSD,3.111468722
sub-saharan africa,1981,SP.POP.GROW,Population growth (annual %),SSF,2.897305378
small states,1981,SP.POP.GROW,Population growth (annual %),SST,2.027526009
sao tome and principe,1981,SP.POP.GROW,Population growth (annual %),STP,2.085547634
suriname,1981,SP.POP.GROW,Population growth (annual %),SUR,0.150943009
slovak republic,1981,SP.POP.GROW,Population growth (annual %),SVK,0.726099437
slovenia,1981,SP.POP.GROW,Population growth (annual %),SVN,0.27396083
sweden,1981,SP.POP.GROW,Population growth (annual %),SWE,0.119920399
eswatini,1981,SP.POP.GROW,Population growth (annual %),SWZ,2.924150571
sint maarten (dutch part),1981,SP.POP.GROW,Population growth (annual %),SXM,
seychelles,1981,SP.POP.GROW,Population growth (annual %),SYC,1.216078335
syrian arab republic,1981,SP.POP.GROW,Population growth (annual %),SYR,3.542865499
turks and caicos islands,1981,SP.POP.GROW,Population growth (annual %),TCA,4.409897074
chad,1981,SP.POP.GROW,Population growth (annual %),TCD,2.151425929
east asia & pacific (ida & ibrd countries),1981,SP.POP.GROW,Population growth (annual %),TEA,1.569678822
europe & central asia (ida & ibrd countries),1981,SP.POP.GROW,Population growth (annual %),TEC,1.0419165
togo,1981,SP.POP.GROW,Population growth (annual %),TGO,3.296955436
thailand,1981,SP.POP.GROW,Population growth (annual %),THA,1.989517959
tajikistan,1981,SP.POP.GROW,Population growth (annual %),TJK,2.91118767
turkmenistan,1981,SP.POP.GROW,Population growth (annual %),TKM,2.437065928
latin america & the caribbean (ida & ibrd countries),1981,SP.POP.GROW,Population growth (annual %),TLA,2.271590686
timor-leste,1981,SP.POP.GROW,Population growth (annual %),TLS,0.58410033
middle east & north africa (ida & ibrd countries),1981,SP.POP.GROW,Population growth (annual %),TMN,3.106675994
tonga,1981,SP.POP.GROW,Population growth (annual %),TON,0.478387698
south asia (ida & ibrd),1981,SP.POP.GROW,Population growth (annual %),TSA,2.402067912
sub-saharan africa (ida & ibrd countries),1981,SP.POP.GROW,Population growth (annual %),TSS,2.897305378
trinidad and tobago,1981,SP.POP.GROW,Population growth (annual %),TTO,1.576730302
tunisia,1981,SP.POP.GROW,Population growth (annual %),TUN,2.73933932
turkey,1981,SP.POP.GROW,Population growth (annual %),TUR,2.276146661
tuvalu,1981,SP.POP.GROW,Population growth (annual %),TUV,1.258809662
tanzania,1981,SP.POP.GROW,Population growth (annual %),TZA,3.129585513
uganda,1981,SP.POP.GROW,Population growth (annual %),UGA,2.988234509
ukraine,1981,SP.POP.GROW,Population growth (annual %),UKR,0.503421511
upper middle income,1981,SP.POP.GROW,Population growth (annual %),UMC,1.58206463
uruguay,1981,SP.POP.GROW,Population growth (annual %),URY,0.65830394
united states,1981,SP.POP.GROW,Population growth (annual %),USA,0.981415437
uzbekistan,1981,SP.POP.GROW,Population growth (annual %),UZB,2.624142063
st. vincent and the grenadines,1981,SP.POP.GROW,Population growth (annual %),VCT,0.865849161
"venezuela, rb",1981,SP.POP.GROW,Population growth (annual %),VEN,2.687018399
british virgin islands,1981,SP.POP.GROW,Population growth (annual %),VGB,2.805220463
virgin islands (u.s.),1981,SP.POP.GROW,Population growth (annual %),VIR,0.217555941
vietnam,1981,SP.POP.GROW,Population growth (annual %),VNM,2.282333674
vanuatu,1981,SP.POP.GROW,Population growth (annual %),VUT,2.517510374
world,1981,SP.POP.GROW,Population growth (annual %),WLD,1.767490651
samoa,1981,SP.POP.GROW,Population growth (annual %),WSM,0.558361628
kosovo,1981,SP.POP.GROW,Population growth (annual %),XKX,2.017640848
"yemen, rep.",1981,SP.POP.GROW,Population growth (annual %),YEM,3.788181178
south africa,1981,SP.POP.GROW,Population growth (annual %),ZAF,2.56255229
zambia,1981,SP.POP.GROW,Population growth (annual %),ZMB,3.421322467
zimbabwe,1981,SP.POP.GROW,Population growth (annual %),ZWE,3.669443544
aruba,1982,SP.POP.GROW,Population growth (annual %),ABW,1.276347795
afghanistan,1982,SP.POP.GROW,Population growth (annual %),AFG,-2.35876483
angola,1982,SP.POP.GROW,Population growth (annual %),AGO,3.587308156
albania,1982,SP.POP.GROW,Population growth (annual %),ALB,2.113271783
andorra,1982,SP.POP.GROW,Population growth (annual %),AND,4.213952619
arab world,1982,SP.POP.GROW,Population growth (annual %),ARB,3.179229468
united arab emirates,1982,SP.POP.GROW,Population growth (annual %),ARE,5.943894702
argentina,1982,SP.POP.GROW,Population growth (annual %),ARG,1.56639889
armenia,1982,SP.POP.GROW,Population growth (annual %),ARM,1.43791806
american samoa,1982,SP.POP.GROW,Population growth (annual %),ASM,3.649772686
antigua and barbuda,1982,SP.POP.GROW,Population growth (annual %),ATG,-0.849407914
australia,1982,SP.POP.GROW,Population growth (annual %),AUS,1.667535733
austria,1982,SP.POP.GROW,Population growth (annual %),AUT,0.071717018
azerbaijan,1982,SP.POP.GROW,Population growth (annual %),AZE,1.591254635
burundi,1982,SP.POP.GROW,Population growth (annual %),BDI,2.575727198
belgium,1982,SP.POP.GROW,Population growth (annual %),BEL,-0.027176883
benin,1982,SP.POP.GROW,Population growth (annual %),BEN,2.777364734
burkina faso,1982,SP.POP.GROW,Population growth (annual %),BFA,2.447833751
bangladesh,1982,SP.POP.GROW,Population growth (annual %),BGD,2.693949362
bulgaria,1982,SP.POP.GROW,Population growth (annual %),BGR,0.295812783
bahrain,1982,SP.POP.GROW,Population growth (annual %),BHR,3.113122583
"bahamas, the",1982,SP.POP.GROW,Population growth (annual %),BHS,2.239857131
bosnia and herzegovina,1982,SP.POP.GROW,Population growth (annual %),BIH,1.008488816
belarus,1982,SP.POP.GROW,Population growth (annual %),BLR,0.677412013
belize,1982,SP.POP.GROW,Population growth (annual %),BLZ,2.631009162
bermuda,1982,SP.POP.GROW,Population growth (annual %),BMU,0.72479564
bolivia,1982,SP.POP.GROW,Population growth (annual %),BOL,2.140643685
brazil,1982,SP.POP.GROW,Population growth (annual %),BRA,2.324175912
barbados,1982,SP.POP.GROW,Population growth (annual %),BRB,0.300244248
brunei darussalam,1982,SP.POP.GROW,Population growth (annual %),BRN,2.975505879
bhutan,1982,SP.POP.GROW,Population growth (annual %),BTN,2.506502852
botswana,1982,SP.POP.GROW,Population growth (annual %),BWA,3.546911866
central african republic,1982,SP.POP.GROW,Population growth (annual %),CAF,3.023832036
canada,1982,SP.POP.GROW,Population growth (annual %),CAN,1.205555298
central europe and the baltics,1982,SP.POP.GROW,Population growth (annual %),CEB,0.543728867
switzerland,1982,SP.POP.GROW,Population growth (annual %),CHE,0.584291675
channel islands,1982,SP.POP.GROW,Population growth (annual %),CHI,0.770779225
chile,1982,SP.POP.GROW,Population growth (annual %),CHL,1.532818155
china,1982,SP.POP.GROW,Population growth (annual %),CHN,1.47267476
cote d'ivoire,1982,SP.POP.GROW,Population growth (annual %),CIV,4.297076429
cameroon,1982,SP.POP.GROW,Population growth (annual %),CMR,3.054847723
"congo, dem. rep.",1982,SP.POP.GROW,Population growth (annual %),COD,2.476052546
"congo, rep.",1982,SP.POP.GROW,Population growth (annual %),COG,2.939415773
colombia,1982,SP.POP.GROW,Population growth (annual %),COL,2.268861202
comoros,1982,SP.POP.GROW,Population growth (annual %),COM,2.898339876
cabo verde,1982,SP.POP.GROW,Population growth (annual %),CPV,1.930141582
costa rica,1982,SP.POP.GROW,Population growth (annual %),CRI,2.695037406
caribbean small states,1982,SP.POP.GROW,Population growth (annual %),CSS,1.248355559
cuba,1982,SP.POP.GROW,Population growth (annual %),CUB,0.418075751
curacao,1982,SP.POP.GROW,Population growth (annual %),CUW,0.985513282
cayman islands,1982,SP.POP.GROW,Population growth (annual %),CYM,3.321435788
cyprus,1982,SP.POP.GROW,Population growth (annual %),CYP,0.3662899
czech republic,1982,SP.POP.GROW,Population growth (annual %),CZE,0.138100551
germany,1982,SP.POP.GROW,Population growth (annual %),DEU,-0.095113437
djibouti,1982,SP.POP.GROW,Population growth (annual %),DJI,2.718897092
dominica,1982,SP.POP.GROW,Population growth (annual %),DMA,-0.272343986
denmark,1982,SP.POP.GROW,Population growth (annual %),DNK,-0.073481
dominican republic,1982,SP.POP.GROW,Population growth (annual %),DOM,2.249710203
algeria,1982,SP.POP.GROW,Population growth (annual %),DZA,3.119931755
east asia & pacific (excluding high income),1982,SP.POP.GROW,Population growth (annual %),EAP,1.715661921
early-demographic dividend,1982,SP.POP.GROW,Population growth (annual %),EAR,2.565492032
east asia & pacific,1982,SP.POP.GROW,Population growth (annual %),EAS,1.638903054
europe & central asia (excluding high income),1982,SP.POP.GROW,Population growth (annual %),ECA,1.00161271
europe & central asia,1982,SP.POP.GROW,Population growth (annual %),ECS,0.595295807
ecuador,1982,SP.POP.GROW,Population growth (annual %),ECU,2.530833731
"egypt, arab rep.",1982,SP.POP.GROW,Population growth (annual %),EGY,2.539794144
euro area,1982,SP.POP.GROW,Population growth (annual %),EMU,0.268657197
eritrea,1982,SP.POP.GROW,Population growth (annual %),ERI,2.841593706
